					
					
Πίνετε αυτό το <L1>τσάι</L1> κρύο, 2-3 φορές τη μέρα πριν από τα γεύματα.	Take 1 teaspoon of pollen, 2 times a day for half an hour before meals.				
Σήμερα στην Ε.Ε. η διαδικασία αυτή διαρκεί κατά <N1></N1> όρο 8.5 μέρες στην κινητή τηλεφωνία και 7.5 μέρες στην σταθερή.	Currently in the EU it takes on average 8.5 days for a mobile number and 7.5 days for a fixed number to be changed, with some customers facing a two to three week wait (MEMO/09/126).				
FALSE					
					
Ο αδελφός του Αλέξανδρος, μίλησε στην <L1>κάμερα</L1> για τις άδικες βολές που δέχτηκαν τόσο ο ίδιος όσο και η μητέρα του.	His brother Alexandros spoke to the camera about the unfair behavour he and his mother accepted.	μηχανή λήψεως εικόνων - κάμερα 			
Ο αδελφός του Αλέξανδρος, μίλησε στην <N1></N1> για τις άδικες βολές που δέχτηκαν τόσο ο ίδιος όσο και η μητέρα του.	His brother Alexandros spoke to the camera about the unfair behavour he and his mother accepted.				
FALSE					
					
Στερεώστε τη βάση για <L1>κούπα</L1> στον σκελετό για να έχετε πάντα δίπλα σας καφέ ή άλλα ροφήματα.	Clip the included cup holder to the underframe to always have coffee and other beverages nearby.	 ποτήριον - κύπελλο κουπα 			
Στερεώστε τη βάση για <N1>ποτήρι</N1> στον σκελετό για να έχετε πάντα δίπλα σας καφέ ή άλλα ροφήματα.	Clip the included cup holder to the underframe to always have coffee and other beverages nearby.				
TRUE					
					
αίθουσα υποδοχής: χώρος υποδοχής με καθιστικό, πρόσβαση σε υπολογιστές & ασύρματο διαδίκτυο, <L1>τηλεόραση</L1> μεγάλης οθόνης, γωνιά με θυρίδες ασφαλείας και βιβλιοθήκη όπου μπορείτε ελευθέρα να δανειστείτε βιβλία της αρεσκείας σας	reception area: reception area with comfortable sitting, access to computer & wireless internet, large screen TV, safe deposit box corner and library where you can freely borrow books of your field	δέκτης τηλεόραση			
αίθουσα υποδοχής: χώρος υποδοχής με καθιστικό, πρόσβαση σε υπολογιστές & ασύρματο διαδίκτυο, <N1>δέκτης</N1> μεγάλης οθόνης, γωνιά με θυρίδες ασφαλείας και βιβλιοθήκη όπου μπορείτε ελευθέρα να δανειστείτε βιβλία της αρεσκείας σας	reception area: reception area with comfortable sitting, access to computer & wireless internet, large screen TV, safe deposit box corner and library where you can freely borrow books of your field				
TRUE					
					
Οι λάτρεις της περιπέτειας μπορούν να δοκιμάσουν δραστηριότητες που ανεβάζουν την <L1>αδρεναλίνη</L1> στα ύψη: κανό-καγιάκ, πεζοπορία, ποδηλασία, παρατήρηση πουλιών, τοξοβολία, διαδρομές με τζιπ και ιππασία είναι μόνο μερικές από τις δραστηριότητες που διοργανώνονται στην περιοχή του Νέστου, της Βιστωνίδας ή του Λειβαδίτη. Εμπνευστείτε	Action fans and nature lovers will feel excited by the variety of possibilities offered: canoe-kayak in Nestos passes, hiking, cycling, bird watching, archery, off-road driving and horseback riding are only a few of the activities that someone can pursue in Nestos, Livaditis or Vistonida area.	αδρεναλίνη επινεφριδίνη			
Οι λάτρεις της περιπέτειας μπορούν να δοκιμάσουν δραστηριότητες που ανεβάζουν την <N1></N1> στα ύψη: κανό-καγιάκ, πεζοπορία, ποδηλασία, παρατήρηση πουλιών, τοξοβολία, διαδρομές με τζιπ και ιππασία είναι μόνο μερικές από τις δραστηριότητες που διοργανώνονται στην περιοχή του Νέστου, της Βιστωνίδας ή του Λειβαδίτη. Εμπνευστείτε	Action fans and nature lovers will feel excited by the variety of possibilities offered: canoe-kayak in Nestos passes, hiking, cycling, bird watching, archery, off-road driving and horseback riding are only a few of the activities that someone can pursue in Nestos, Livaditis or Vistonida area.				
FALSE					
					
Ενδορινικά εμβόλια μπορεί να προκαλέσει τη <L1>γάτα</L1> σας να φτερνιστεί, αλλά αυτό συνήθως διαρκεί μόνο λίγες μέρες.	Intranasal vaccines may cause your cat to sneeze, but this usually only lasts a few days.	γάτα γατί			
Ενδορινικά εμβόλια μπορεί να προκαλέσει τη <N1></N1> σας να φτερνιστεί, αλλά αυτό συνήθως διαρκεί μόνο λίγες μέρες.	Intranasal vaccines may cause your cat to sneeze, but this usually only lasts a few days.				
FALSE					
					
Κατοικίδια Τα ζωάκια σας είναι καλοδεχούμενα στο καμπινγκ χωρίς επιπλέον χρέωση, αλλά πρέπει να τα φροντίζετε εσείς και να τα κρατάτε από το <L1>λουρί</L1> τους.	Pets Your pets are welcome in the campsite at no extra cost, but you must take care of them and keep them from their straps.	λουρί χαλινάρι | ιμάντας λουρί λουρίδα			
Κατοικίδια Τα ζωάκια σας είναι καλοδεχούμενα στο καμπινγκ χωρίς επιπλέον χρέωση, αλλά πρέπει να τα φροντίζετε εσείς και να τα κρατάτε από τοω <N1>ιμάντα</N1> τους.	Pets Your pets are welcome in the campsite at no extra cost, but you must take care of them and keep them from their straps.				
TRUE					
					
Προσέξτε, τον χυτό σφυρήλατο σίδηρο, που δημιουργεί τον <L1>μπαλκόνι</L1> (εξώστη).Πορεία στο χρόνο: Κατά τη διάρκεια της οθωμανικής κυριαρχίας, το κτίριο χρησίμευε, για μικρά διαστήματα, ως έδρα του Ελληνικού Προξενείου.	Notice the cast wrought iron, which creates the balcony(exostis). Over time: During the Ottoman rule, the building was used for short periods, as the seat of the Greek Consulate.	εξώστης μπλακόνι			
